Street,Vicinity,City,District,Province,Classification,Zonal Value,Barangay
THE XAVIERVILLE SQUARE,XAVIERVILLE AVE.,Quezon City,,NCR,RC,81000,
THE XAVIERVILLE SQUARE,XAVIERVILLE AVE.,Quezon City,,NCR,PS,56000,
TORRE LORENZO LOYOLA,KATIPUNAN AVE,Quezon City,,NCR,RC,78000,
TORRE LORENZO LOYOLA,KATIPUNAN AVE,Quezon City,,NCR,PS,54000,
VISTA KATIPUNAN 309,KATIPUNAN AVE,Quezon City,,NCR,RC,78000,
NOTES:,KATIPUNAN AVE,Quezon City,,NCR,,,
1,KATIPUNAN AVE,Quezon City,,NCR,,,
2,KATIPUNAN AVE,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   LOYOLA HEIGHTS,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
VISTA POINTE,KATIPUNAN AVE,Quezon City,,NCR,RC,78000,
VISTA POINTE,KATIPUNAN AVE,Quezon City,,NCR,CC,88000,
VISTA POINTE,KATIPUNAN AVE,Quezon City,,NCR,PS,54000,
XANDLAND PLACE CONDOMINIUM,KATIPUNAN AVE,Quezon City,,NCR,RC,98000,
XANDLAND PLACE CONDOMINIUM,KATIPUNAN AVE,Quezon City,,NCR,PS,68000,
XAVIER SQUARE ,XAVIERVILLE AVE.,Quezon City,,NCR,RC,81000,
XAVIER SQUARE ,XAVIERVILLE AVE.,Quezon City,,NCR,PS,56000,
XAVIERVILLE ROYAL COND,61 XAVIERXILLE AVE,Quezon City,,NCR,RC,81000,
XAVIERVILLE ROYAL COND,61 XAVIERXILLE AVE,Quezon City,,NCR,PS,56000,
ALL OTHER CONDOMINIUMS,61 XAVIERXILLE AVE,Quezon City,,NCR,RC,74000,
ALL OTHER CONDOMINIUMS,61 XAVIERXILLE AVE,Quezon City,,NCR,CC,86000,
ALL OTHER CONDOMINIUMS,61 XAVIERXILLE AVE,Quezon City,,NCR,PS,51000,
ALL OTHER TOWNHOUSES,61 XAVIERXILLE AVE,Quezon City,,NCR,RC,61000,
ALL OTHER TOWNHOUSES,61 XAVIERXILLE AVE,Quezon City,,NCR,CC,74000,
ALL OTHER TOWNHOUSES,61 XAVIERXILLE AVE,Quezon City,,NCR,PS,43000,
NOTES:,61 XAVIERXILLE AVE,Quezon City,,NCR,,,
1,61 XAVIERXILLE AVE,Quezon City,,NCR,,,
2,61 XAVIERXILLE AVE,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   MALAYA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
KALAYAAN AVE.,KAMIAS-MATINO,Quezon City,,NCR,RR,110000,
KALAYAAN AVE.,KAMIAS-MATINO,Quezon City,,NCR,CR,120000,
KAMIAS ST.,KALAYAAN-ANONAS,Quezon City,,NCR,CR,132000,
MALAYA ST.,V. LUNA EXT.MATAHIMIK ST.,Quezon City,,NCR,RR,70000,
MALAYA ST.,V. LUNA EXT.MATAHIMIK ST.,Quezon City,,NCR,CR,92000,
MALUMANAY ST.,"MATINO-V, LUNA EXT..                ",Quezon City,,NCR,RR,70000,
MALUMANAY ST.,"MATINO-V, LUNA EXT..                ",Quezon City,,NCR,CR,92000,
MATAHIMIK ST.,ANONAS EXT.-V. LUNA EXT.,Quezon City,,NCR,RR,80000,
MATAHIMIK ST.,ANONAS EXT.-V. LUNA EXT.,Quezon City,,NCR,CR,101000,
ANONAS ST. EXT.,KALAYAAN-MALUMANAY ST.,Quezon City,,NCR,RR,87000,
ANONAS ST. EXT.,KALAYAAN-MALUMANAY ST.,Quezon City,,NCR,CR,109000,
V. LUNA ST. EXT.,KALAYAAN-ANONAS ST.,Quezon City,,NCR,RR,88000,
V. LUNA ST. EXT.,KALAYAAN-ANONAS ST.,Quezon City,,NCR,CR,108000,
ALL OTHER STREETS,KALAYAAN-ANONAS ST.,Quezon City,,NCR,RR,69000,
ALL OTHER STREETS,KALAYAAN-ANONAS ST.,Quezon City,,NCR,CR,91000,
ALL CONDOMINIUMS,KALAYAAN-ANONAS ST.,Quezon City,,NCR,RC,114000,
ALL CONDOMINIUMS,KALAYAAN-ANONAS ST.,Quezon City,,NCR,CC,135000,
ALL CONDOMINIUMS,KALAYAAN-ANONAS ST.,Quezon City,,NCR,PS,80000,
ALL TOWNHOUSES,KALAYAAN-ANONAS ST.,Quezon City,,NCR,RC,92000,
ALL TOWNHOUSES,KALAYAAN-ANONAS ST.,Quezon City,,NCR,CC,114000,
ALL TOWNHOUSES,KALAYAAN-ANONAS ST.,Quezon City,,NCR,PS,65000,
NOTES:,KALAYAAN-ANONAS ST.,Quezon City,,NCR,,,
1,KALAYAAN-ANONAS ST.,Quezon City,,NCR,,,
2,KALAYAAN-ANONAS ST.,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   MARIANA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
3RD ST.,BROADWAY-BALETE DR.,Quezon City,,NCR,RR,92000,
4TH-6TH ST.,VICTORIA AVE.-BALETE DR.,Quezon City,,NCR,RR,92000,
7TH ST.,D. HEMADY-6TH ST.,Quezon City,,NCR,RR,92000,
8TH ST.,VICTORIA AVE.-D. HEMADY,Quezon City,,NCR,RR,92000,
9TH -11TH ST.,VICTORIA-BALETE DR.,Quezon City,,NCR,RR,92000,
12TH- 14TH ST.,VICTORIA-E. RODRIGUEZ,Quezon City,,NCR,RR,92000,
ACACIA ST.,BALETE-BETTY GO BELMONTE,Quezon City,,NCR,RR,92000,
AURORA BOULEVARD,BALETE DR.-ERMITANO BR.,Quezon City,,NCR,CR,145000,
BALETE DR.,E. RODRIGUEZ  -  AURORA,Quezon City,,NCR,RR,94000,
BALETE DR.,E. RODRIGUEZ  -  AURORA,Quezon City,,NCR,CR,132000,
BOUGANVILLA ST.,BALETE-VALLEY RD.,Quezon City,,NCR,RR,93000,
BETTY GO BELMONTE ST. (VALLEY ROAD),E. RODRIGUEZ-AURORA BLVD.,Quezon City,,NCR,RR,93000,
BROADWAY AVE. (DONA JUANA S. RODRIGUEZ AVE.),E. RODRIGUEZ-AURORA BLVD.,Quezon City,,NCR,RR,98000,
BROADWAY AVE. (DONA JUANA S. RODRIGUEZ AVE.),E. RODRIGUEZ-AURORA BLVD.,Quezon City,,NCR,CR,134000,
CAMPANILLA ST.,E. RODRIGUEZ  SR.- BALETE DR.,Quezon City,,NCR,RR,92000,
CANNON ST.,LANTANA-VALLEY RD.,Quezon City,,NCR,RR,92000,
DONA HEMADY ST.,E. RODRIGUEZ-AURORA BLVD.,Quezon City,,NCR,RR,97000,
DONA HEMADY ST.,E. RODRIGUEZ-AURORA BLVD.,Quezon City,,NCR,CR,130000,
DAMA DE NOCHE ST.,BALETE DR.-VALLEY RD.,Quezon City,,NCR,RR,92000,
"EULOGIO RODRIGUEZ, SR. AVE. (ESPANA EXT.)",BALETE-VICTORIA ,Quezon City,,NCR,CR,140000,
GILMORE AVENUE,AURORA-E. RODRIGUEZ,Quezon City,,NCR,RR,97000,
GILMORE AVENUE,AURORA-E. RODRIGUEZ,Quezon City,,NCR,CR,134000,
HIBISCUS ST.,SAMPAGUITA-BOUGAINVILLA,Quezon City,,NCR,RR,92000,
ILANG-ILANG ST.,E. RODRIGUEZ-BETTY GO BELMONTE,Quezon City,,NCR,RR,92000,
LANTANA ST.,BALETE DR.-BETTY GO BELMONTE,Quezon City,,NCR,RR,92000,
MABOLO ST.,E. RODRIGUEZ SR.-BALETE DR.,Quezon City,,NCR,RR,92000,
MADISON ST.,AURORA-4TH,Quezon City,,NCR,RR,92000,
MANGA ROAD,AURORA-MANGA RD.,Quezon City,,NCR,RR,92000,
NEW JERSEY ST.,3RD-10TH ST.,Quezon City,,NCR,RR,92000,
OHIO ST. (7TH ST.),BALETE-PENNSYLVANIA,Quezon City,,NCR,RR,92000,
PENSYLVANIA ST.,6TH-10TH ST.,Quezon City,,NCR,RR,92000,
ROSAL ST.,BETTY GO BELMONTE-MANGA RD.,Quezon City,,NCR,RR,92000,
ROSARIO DRIVE,BETTY GO BELMONTE-ILANG ILANG,Quezon City,,NCR,RR,92000,
SAMPAGUITA ST.,BALETE-ILANG-ILANG,Quezon City,,NCR,RR,92000,
SAN JOSE ST.,HIBISCUS-VALLEY RD.,Quezon City,,NCR,RR,92000,
SANTANDER ST.,6TH ST.,Quezon City,,NCR,RR,92000,
VICTORIA AVENUE,4TH-E.RODRIGUEZ,Quezon City,,NCR,RR,97000,
VICTORIA AVENUE,4TH-E.RODRIGUEZ,Quezon City,,NCR,CR,135000,
ALL OTHER STREETS,4TH-E.RODRIGUEZ,Quezon City,,NCR,RR,90000,
ALL OTHER STREETS,4TH-E.RODRIGUEZ,Quezon City,,NCR,CR,128000,
SAN JOSE COMPOUND ,45 BETTY GO-BELMONTE,Quezon City,,NCR,RR,88000,
NOTES:,45 BETTY GO-BELMONTE,Quezon City,,NCR,,,
1,45 BETTY GO-BELMONTE,Quezon City,,NCR,,,
2,45 BETTY GO-BELMONTE,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   MARIANA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
WOODSIDE HOMES,DONA HEMADY,Quezon City,,NCR,RR,93000,
5th STREET TOWNHOUSE,5TH STREET,Quezon City,,NCR,RC,100000,
5th STREET TOWNHOUSE,5TH STREET,Quezon City,,NCR,PS,70000,
11 STREET RESIDENCES,11 STREET,Quezon City,,NCR,RC,100000,
11 STREET RESIDENCES,11 STREET,Quezon City,,NCR,PS,70000,
12TH ST EXECUTIVE TOWNHOMES,12TH ST.,Quezon City,,NCR,RC,98000,
12TH ST EXECUTIVE TOWNHOMES,12TH ST.,Quezon City,,NCR,PS,67000,
AMARYLLIS CONDOMINIUM (DMCI HOMES),"E. RODRIGUEZ, SR. AVE.",Quezon City,,NCR,RC,110000,
AMARYLLIS CONDOMINIUM (DMCI HOMES),"E. RODRIGUEZ, SR. AVE.",Quezon City,,NCR,CC,126000,
AMARYLLIS CONDOMINIUM (DMCI HOMES),"E. RODRIGUEZ, SR. AVE.",Quezon City,,NCR,PS,75000,
BALETE EXECUTIVE TOWNHOUSE ,57 BALETE DRIVE ,Quezon City,,NCR,RC,98000,
BALETE EXECUTIVE TOWNHOUSE ,57 BALETE DRIVE ,Quezon City,,NCR,PS,68000,
BELLA GARDEN HOMES ,9 LANTANA ST ,Quezon City,,NCR,RC,98000,
BELLA GARDEN HOMES ,9 LANTANA ST ,Quezon City,,NCR,PS,68000,
BEN UY PROPERTY,13TH STREET - GILMORE,Quezon City,,NCR,RC,100000,
BEN UY PROPERTY,13TH STREET - GILMORE,Quezon City,,NCR,PS,69000,
BEVERLY HOMES,12TH  STREET,Quezon City,,NCR,RC,100000,
BEVERLY HOMES,12TH  STREET,Quezon City,,NCR,PS,69000,
BONDOC COMPOUND ,56 12TH ST ,Quezon City,,NCR,RC,98000,
BONDOC COMPOUND ,56 12TH ST ,Quezon City,,NCR,PS,68000,
BROADWAY COURT,96 4TH ST ,Quezon City,,NCR,RC,98000,
BROADWAY COURT,96 4TH ST ,Quezon City,,NCR,PS,66000,
CAL TOWNHOUSE,GILMORE AVE,Quezon City,,NCR,RC,100000,
CAL TOWNHOUSE,GILMORE AVE,Quezon City,,NCR,PS,70000,
CARMEL TOWNHOMES ,101 4TH ST ,Quezon City,,NCR,RC,98000,
CARMEL TOWNHOMES ,101 4TH ST ,Quezon City,,NCR,PS,68000,
CASA NUEVA TOWNHOMES  ,15 MANGA ROAD ,Quezon City,,NCR,RC,98000,
CASA NUEVA TOWNHOMES  ,15 MANGA ROAD ,Quezon City,,NCR,PS,68000,
CHATEAU DE VICTORIA,11TH ST,Quezon City,,NCR,RC,103000,
CHATEAU DE VICTORIA,11TH ST,Quezon City,,NCR,PS,71000,
CHATEAU EMERIE I & II,7TH & 8TH ST,Quezon City,,NCR,RC,100000,
CHATEAU EMERIE I & II,7TH & 8TH ST,Quezon City,,NCR,PS,70000,
CLASSICA VICTORIA I,VICTORIA AVE-11TH,Quezon City,,NCR,RC,100000,
CLASSICA VICTORIA I,VICTORIA AVE-11TH,Quezon City,,NCR,PS,70000,
CLASSICA VICTORIA II,46 VICTORIA AVE.- 12TH ST ,Quezon City,,NCR,RC,100000,
CLASSICA VICTORIA II,46 VICTORIA AVE.- 12TH ST ,Quezon City,,NCR,PS,70000,
CORINTHIAN COURT ,47 BALETE DR. ,Quezon City,,NCR,RC,98000,
CORINTHIAN COURT ,47 BALETE DR. ,Quezon City,,NCR,PS,67000,
DIAMOND TOWNHOMES / MANSION,106 13TH ST ,Quezon City,,NCR,RC,98000,
DIAMOND TOWNHOMES / MANSION,106 13TH ST ,Quezon City,,NCR,PS,68000,
NOTES:,106 13TH ST ,Quezon City,,NCR,,,
1,106 13TH ST ,Quezon City,,NCR,,,
2,106 13TH ST ,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   MARIANA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
EMERALD TOWNHOMES,11 5TH ST ,Quezon City,,NCR,RC,98000,
EMERALD TOWNHOMES,11 5TH ST ,Quezon City,,NCR,PS,68000,
EXECUTIVE TOWNHOMES ,59 12TH ST ,Quezon City,,NCR,RC,98000,
EXECUTIVE TOWNHOMES ,59 12TH ST ,Quezon City,,NCR,PS,68000,
EXECUTIVE TOWNHOMES ,57 BALETE DR. ,Quezon City,,NCR,RC,98000,
EXECUTIVE TOWNHOMES ,57 BALETE DR. ,Quezon City,,NCR,PS,68000,
FELISA TOWNHOMES 1 & 2 ,130-132 10TH ST ,Quezon City,,NCR,RC,98000,
FELISA TOWNHOMES 1 & 2 ,130-132 10TH ST ,Quezon City,,NCR,PS,68000,
GERENA COMPOUND ,25 3RD ST ,Quezon City,,NCR,RC,98000,
GERENA COMPOUND ,25 3RD ST ,Quezon City,,NCR,PS,68000,
GILMORE TOWNHOMES ,49 GILMORE AVE. ,Quezon City,,NCR,RC,98000,
GILMORE TOWNHOMES ,49 GILMORE AVE. ,Quezon City,,NCR,PS,68000,
GILMORE TWINS ,49 11TH ST ,Quezon City,,NCR,RC,98000,
GILMORE TWINS ,49 11TH ST ,Quezon City,,NCR,PS,68000,
GILMORE VILLE HOMES,86 13TH ST ,Quezon City,,NCR,RC,98000,
GILMORE VILLE HOMES,86 13TH ST ,Quezon City,,NCR,PS,68000,
GREEN GROVE VILLAS ,17 LANTANA ,Quezon City,,NCR,RC,98000,
GREEN GROVE VILLAS ,17 LANTANA ,Quezon City,,NCR,PS,68000,
GREEN MANOR ,101 11TH ST ,Quezon City,,NCR,RC,98000,
GREEN MANOR ,101 11TH ST ,Quezon City,,NCR,PS,68000,
HEMADY HEIGHTS,74-A 12TH ST ,Quezon City,,NCR,RC,98000,
HEMADY HEIGHTS,74-A 12TH ST ,Quezon City,,NCR,PS,68000,
HEMADY HEIGHTS II,12TH ST. COR. HEMADY,Quezon City,,NCR,RC,98000,
HEMADY HEIGHTS II,12TH ST. COR. HEMADY,Quezon City,,NCR,PS,68000,
HEMADY HOMES,52 6TH ST ,Quezon City,,NCR,RC,98000,
HEMADY HOMES,52 6TH ST ,Quezon City,,NCR,PS,68000,
HEMADY STAR TOWNHOMES ,53 HEMADY AV E,Quezon City,,NCR,RC,98000,
HEMADY STAR TOWNHOMES ,53 HEMADY AV E,Quezon City,,NCR,PS,68000,
IMPERIAL CORP.,82 4TH ST ,Quezon City,,NCR,RC,98000,
IMPERIAL CORP.,82 4TH ST ,Quezon City,,NCR,PS,68000,
IVORY CREST MANSION ,50 11TH ST ,Quezon City,,NCR,RC,98000,
IVORY CREST MANSION ,50 11TH ST ,Quezon City,,NCR,PS,68000,
KC RESIDENCE,106 4TH ST.,Quezon City,,NCR,RC,98000,
KC RESIDENCE,106 4TH ST.,Quezon City,,NCR,PS,68000,
LABRADOR COMPOUND,BALETE DRIVE,Quezon City,,NCR,RC,98000,
LABRADOR COMPOUND,BALETE DRIVE,Quezon City,,NCR,PS,68000,
LANDSPAN,104 10TH ST ,Quezon City,,NCR,RC,98000,
LANDSPAN,104 10TH ST ,Quezon City,,NCR,PS,68000,
LEGASTO APARTMENT ,95 13TH ST ,Quezon City,,NCR,RC,98000,
LEGASTO APARTMENT ,95 13TH ST ,Quezon City,,NCR,PS,68000,
NOTES:,95 13TH ST ,Quezon City,,NCR,,,
1,95 13TH ST ,Quezon City,,NCR,,,
2,95 13TH ST ,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   MARIANA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
LEIGHTON PLACE ,50 GILMORE AVE ,Quezon City,,NCR,RC,98000,
LEIGHTON PLACE ,50 GILMORE AVE ,Quezon City,,NCR,PS,68000,
MAHOGANY PLACE TOWNHOUSE,10TH ST.,Quezon City,,NCR,RC,98000,
MAHOGANY PLACE TOWNHOUSE,10TH ST.,Quezon City,,NCR,PS,68000,
MANILA CREST I,GILMORE ST,Quezon City,,NCR,RC,100000,
MANILA CREST I,GILMORE ST,Quezon City,,NCR,PS,70000,
MANILA CREST II,GILMORE ST,Quezon City,,NCR,RC,100000,
MANILA CREST II,GILMORE ST,Quezon City,,NCR,PS,70000,
MARIANA HEIGHTS ,43 8TH ST,Quezon City,,NCR,RC,98000,
MARIANA HEIGHTS ,43 8TH ST,Quezon City,,NCR,PS,68000,
MS TOWNHOMES,80 13TH ST ,Quezon City,,NCR,RC,98000,
MS TOWNHOMES,80 13TH ST ,Quezon City,,NCR,PS,68000,
NAGOMI RESIDENCES,GILMORE AVE,Quezon City,,NCR,RC,100000,
NAGOMI RESIDENCES,GILMORE AVE,Quezon City,,NCR,PS,70000,
NEO CLASSICA MANILA,14TH STREET,Quezon City,,NCR,RC,100000,
NEO CLASSICA MANILA,14TH STREET,Quezon City,,NCR,PS,69000,
NEW MANILA CREST,119 10TH ST -GILMORE AVE,Quezon City,,NCR,RC,98000,
NEW MANILA CREST,119 10TH ST -GILMORE AVE,Quezon City,,NCR,PS,68000,
ONG YEE SHING TOWNHOUSE ,55 3RD ST ,Quezon City,,NCR,RC,98000,
ONG YEE SHING TOWNHOUSE ,55 3RD ST ,Quezon City,,NCR,PS,68000,
PACIFIC GRAND MANOR ,54 6TH ST ,Quezon City,,NCR,RC,98000,
PACIFIC GRAND MANOR ,54 6TH ST ,Quezon City,,NCR,PS,68000,
PROTACIO APARTMENT ,44 3RD ST ,Quezon City,,NCR,RC,98000,
PROTACIO APARTMENT ,44 3RD ST ,Quezon City,,NCR,PS,68000,
QUEENSGATE,H7 3RD ST,Quezon City,,NCR,RC,103000,
QUEENSGATE,H7 3RD ST,Quezon City,,NCR,PS,72000,
THE NEW MANILA MANSION,48 14TH ST.,Quezon City,,NCR,RC,98000,
THE NEW MANILA MANSION,48 14TH ST.,Quezon City,,NCR,PS,68000,
VICTORIA MANOR,50 VICTORIA AVE ,Quezon City,,NCR,RC,98000,
VICTORIA MANOR,50 VICTORIA AVE ,Quezon City,,NCR,PS,68000,
VILLA CAROLINA ,50 3RD ST,Quezon City,,NCR,RC,98000,
VILLA CAROLINA ,50 3RD ST,Quezon City,,NCR,PS,68000,
VILLA CAROLINA (BALETE),42 BALETE DRIVE ,Quezon City,,NCR,RC,98000,
VILLA CAROLINA (BALETE),42 BALETE DRIVE ,Quezon City,,NCR,PS,68000,
VILLA DE BALETE,65 BALETE DRIVE ,Quezon City,,NCR,RC,98000,
VILLA DE BALETE,65 BALETE DRIVE ,Quezon City,,NCR,PS,68000,
VILLA EUROPA TOWNHOUSE,64 5TH ST ,Quezon City,,NCR,RC,98000,
VILLA EUROPA TOWNHOUSE,64 5TH ST ,Quezon City,,NCR,PS,68000,
VILLA ROSARIO ,49 12TH ST ,Quezon City,,NCR,RC,98000,
VILLA ROSARIO ,49 12TH ST ,Quezon City,,NCR,PS,68000,
NOTES:,49 12TH ST ,Quezon City,,NCR,,,
1,49 12TH ST ,Quezon City,,NCR,,,
2,49 12TH ST ,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   MARIANA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
ALL OTHER  CONDOMINIUMS,V I C I N I T Y,Quezon City,,NCR,RC,85000,
ALL OTHER  CONDOMINIUMS,V I C I N I T Y,Quezon City,,NCR,CC,100000,
ALL OTHER  CONDOMINIUMS,V I C I N I T Y,Quezon City,,NCR,PS,59000,
ALL OTHER TOWNHOUSE (CCT),V I C I N I T Y,Quezon City,,NCR,RC,95000,
ALL OTHER TOWNHOUSE (CCT),V I C I N I T Y,Quezon City,,NCR,CC,105000,
ALL OTHER TOWNHOUSE (CCT),V I C I N I T Y,Quezon City,,NCR,PS,67000,
NOTES:,V I C I N I T Y,Quezon City,,NCR,,,
1,V I C I N I T Y,Quezon City,,NCR,,,
2,V I C I N I T Y,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   OBRERO,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
DON ALEJANDRO ROCES AVE.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,122000,
FR. MARTINEZ ST. (SCT. MARTINEZ ST.),SCT. TOBIAS-SCT. TUAZON,Quezon City,,NCR,RR,62000,
FR. MARTINEZ ST. (SCT. MARTINEZ ST.),SCT. TOBIAS-SCT. TUAZON,Quezon City,,NCR,CR,78000,
MAKABAYAN ST.,ROLLING RD.,Quezon City,,NCR,RR,62000,
MAKABAYAN ST.,ROLLING RD.,Quezon City,,NCR,CR,78000,
MAKABAYAN ST.,T. MORATO,Quezon City,,NCR,RR,65000,
MAKABAYAN ST.,T. MORATO,Quezon City,,NCR,CR,81000,
MARATHON SOUTH ST.,SCT. SANTIAGO-T.MORATO,Quezon City,,NCR,RR,65000,
MARATHON SOUTH ST.,SCT. SANTIAGO-T.MORATO,Quezon City,,NCR,CR,81000,
PARKWAY ST.,T. MORATO-MAKABAYAN,Quezon City,,NCR,RR,62000,
PARKWAY ST.,T. MORATO-MAKABAYAN,Quezon City,,NCR,CR,78000,
ROLLING ROAD,MAKABAYAN,Quezon City,,NCR,RR,62000,
ROLLING ROAD,MAKABAYAN,Quezon City,,NCR,CR,78000,
ROLLING ROAD,T. MORATO,Quezon City,,NCR,RR,62000,
ROLLING ROAD,T. MORATO,Quezon City,,NCR,CR,78000,
SCOUT CHUATOCO ST.,SCT. REYES-SCT. TOBIAS,Quezon City,,NCR,RR,67000,
SCOUT CHUATOCO ST.,SCT. REYES-SCT. TOBIAS,Quezon City,,NCR,CR,83000,
SCOUT OJEDA ST.,SCT. REYES-SCT. TOBIAS,Quezon City,,NCR,RR,55000,
SCOUT OJEDA ST.,SCT. REYES-SCT. TOBIAS,Quezon City,,NCR,CR,67000,
SCOUT REYES ST.,A. ROCES-SCT. CHUATOCO,Quezon City,,NCR,RR,67000,
SCOUT REYES ST.,A. ROCES-SCT. CHUATOCO,Quezon City,,NCR,CR,83000,
SCOUT SANTIAGO ST.,A. ROCES-SCT. CHUATOCO,Quezon City,,NCR,RR,67000,
SCOUT SANTIAGO ST.,A. ROCES-SCT. CHUATOCO,Quezon City,,NCR,CR,83000,
SCOUT TOBIAS ST.,A. ROCES-SCT. CHUATOCO,Quezon City,,NCR,RR,70000,
SCOUT TOBIAS ST.,A. ROCES-SCT. CHUATOCO,Quezon City,,NCR,CR,86000,
SCOUT TUAZON ST.,A. ROCES- SCT. OJEDA,Quezon City,,NCR,RR,67000,
SCOUT TUAZON ST.,A. ROCES- SCT. OJEDA,Quezon City,,NCR,CR,83000,
SOUTH EE ST.,A. ROCES-FR. MARTINEZ,Quezon City,,NCR,RR,67000,
SOUTH EE ST.,A. ROCES-FR. MARTINEZ,Quezon City,,NCR,CR,83000,
NOTES:,A. ROCES-FR. MARTINEZ,Quezon City,,NCR,,,
1,A. ROCES-FR. MARTINEZ,Quezon City,,NCR,,,
2,A. ROCES-FR. MARTINEZ,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   OBRERO,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
TOMAS MORATO AVE. (SAMPALOC AVE.),A. ROCES-DILIMAN CREEK,Quezon City,,NCR,CR,102000,
ALL OTHER STREETS,A. ROCES-DILIMAN CREEK,Quezon City,,NCR,RR,52000,
ALL OTHER STREETS,A. ROCES-DILIMAN CREEK,Quezon City,,NCR,CR,67000,
AMAPOLA TOWNHOMES,34 MARATHON ST.,Quezon City,,NCR,RC,85000,
